target,setsize,location,dyn,resp,rt,sub,exp,correct
Absent,12,3,Dynamic,1,2.02095673051281,7,4,0
Present,8,2,Dynamic,1,0.91081212307472,7,4,1
Absent,16,3,Dynamic,1,1.81092913013254,7,4,0
Present,16,3,Dynamic,1,1.200861052449,7,4,1
Absent,16,1,Dynamic,2,4.75130658148009,7,4,1
Present,12,2,Dynamic,1,1.6109629440889,7,4,1
Present,12,1,Dynamic,1,3.10111201380732,7,4,1
Absent,8,1,Dynamic,2,3.93121318133853,7,4,1
Present,12,3,Dynamic,1,1.6409253167767,7,4,1
Absent,16,1,Dynamic,1,1.18087202269635,7,4,0
Present,8,1,Dynamic,1,1.32088564043806,7,4,1
Absent,12,2,Dynamic,2,3.95119333665298,7,4,1
Present,16,4,Dynamic,1,1.14087851529075,7,4,1
Absent,12,4,Dynamic,2,1.8609392068538,7,4,1
Absent,8,3,Dynamic,2,2.09095155113937,7,4,1
Present,12,2,Dynamic,1,1.78091597051389,7,4,1
Present,16,2,Dynamic,1,1.05081145577151,7,4,1
Present,8,2,Dynamic,1,0.7108130914512,7,4,1
Present,16,2,Dynamic,1,0.720804218014564,7,4,1
Present,16,4,Dynamic,1,1.16084863097512,7,4,1
Absent,16,3,Dynamic,1,1.86094760245123,7,4,0
Absent,16,2,Dynamic,2,3.1811407085379,7,4,1
Absent,12,1,Dynamic,1,2.46103713944831,7,4,0
Absent,8,1,Dynamic,1,1.27088086672575,7,4,0
Present,12,4,Dynamic,1,2.40106034638302,7,4,1
Absent,8,4,Dynamic,2,2.29101826380702,7,4,1
Present,8,3,Dynamic,1,1.99100792109948,7,4,1
Present,12,1,Dynamic,2,2.26100830704672,7,4,0
Present,16,1,Dynamic,1,2.88116889268349,7,4,1
Absent,16,2,Dynamic,1,2.12101081386299,7,4,0
Present,16,1,Dynamic,1,1.99093440340221,7,4,1
Absent,8,3,Dynamic,1,1.51091214847111,7,4,0
Present,8,1,Dynamic,1,1.33088722231878,7,4,1
Absent,12,3,Dynamic,1,2.00095545839122,7,4,0
Present,8,2,Dynamic,1,2.01095507311311,7,4,1
Absent,12,2,Dynamic,2,3.13115415485936,7,4,1
Absent,12,4,Dynamic,1,2.21103346443306,7,4,0
Present,8,4,Dynamic,1,1.21089163313991,7,4,1
Absent,16,4,Dynamic,1,1.77092065868237,7,4,0
Present,8,4,Dynamic,1,1.14088410901422,7,4,1
Present,16,3,Dynamic,1,2.39099210563199,7,4,1
Absent,16,4,Dynamic,1,1.90099109715811,7,4,0
Present,12,4,Dynamic,1,0.960830507511673,7,4,1
Absent,8,2,Dynamic,1,1.89098330738125,7,4,0
Absent,16,3,Dynamic,1,0.800822878127292,7,4,0
Absent,8,2,Dynamic,1,2.99116308777502,7,4,0
Present,12,2,Dynamic,1,1.38093575839412,7,4,1
Absent,12,3,Dynamic,1,1.91095184185178,7,4,0
Present,8,3,Dynamic,1,2.13099320165475,7,4,1
Present,12,3,Dynamic,2,2.31101286990724,7,4,0
Absent,8,4,Dynamic,2,3.55116926192295,7,4,1
Absent,16,1,Dynamic,2,3.2011259941055,7,4,1
Present,16,3,Dynamic,1,2.35104552335088,7,4,1
Absent,12,1,Dynamic,2,2.40101807267183,7,4,1
Absent,8,4,Dynamic,2,2.82104186370543,7,4,1
Present,12,1,Dynamic,1,0.970839530315061,7,4,1
Absent,12,2,Dynamic,2,2.77105858773484,7,4,1
Absent,16,2,Dynamic,2,2.48108103146387,7,4,1
Present,12,4,Dynamic,1,0.880828914269841,7,4,1
Present,16,3,Dynamic,2,2.46099693347696,7,4,0
Present,12,3,Dynamic,1,0.820821989948854,7,4,1
Present,16,4,Dynamic,1,2.29101332435494,7,4,1
Absent,12,4,Dynamic,2,2.59105981073571,7,4,1
Present,16,2,Dynamic,1,1.97097042744826,7,4,1
Present,12,2,Dynamic,1,2.69105633554318,7,4,1
Absent,16,1,Dynamic,2,3.20110024092446,7,4,1
Absent,16,2,Dynamic,2,2.62108540619647,7,4,1
Present,12,3,Dynamic,1,1.54090740449919,7,4,1
Present,8,1,Dynamic,1,1.71094412859566,7,4,1
Present,16,4,Dynamic,1,3.69119104703623,7,4,1
Absent,8,4,Dynamic,2,3.8411847038069,7,4,1
Absent,8,3,Dynamic,2,2.90108965996569,7,4,1
Present,8,4,Dynamic,1,2.29101941930912,7,4,1
Absent,16,4,Dynamic,2,3.13109992949376,7,4,1
Absent,8,2,Dynamic,2,2.99108377552966,7,4,1
Absent,16,4,Dynamic,1,3.72122770430178,7,4,0
Present,16,2,Dynamic,1,2.48102153550099,7,4,1
Absent,12,4,Dynamic,1,0.770788288266886,7,4,0
Absent,12,1,Dynamic,2,3.65118561537656,7,4,1
Present,8,2,Dynamic,1,4.01122574883721,7,4,1
Present,12,4,Dynamic,2,3.19111316663566,7,4,0
Absent,16,3,Dynamic,1,3.99124568608295,7,4,0
Present,16,1,Dynamic,1,1.09124944597443,7,4,1
Absent,8,3,Dynamic,2,2.32100365329643,7,4,1
Present,8,2,Dynamic,1,2.24098422630141,7,4,1
Absent,12,1,Dynamic,1,3.19112006121668,7,4,0
Present,8,4,Dynamic,1,0.800840942444665,7,4,1
Present,12,1,Dynamic,1,2.46107786202174,7,4,1
Absent,16,1,Dynamic,2,3.19117532179007,7,4,1
Present,8,1,Dynamic,2,4.04123765805434,7,4,0
Absent,8,2,Dynamic,2,2.97109940487371,7,4,1
Absent,12,3,Dynamic,2,3.38112241298677,7,4,1
Present,8,3,Dynamic,1,2.32105381870224,7,4,1
Absent,12,3,Dynamic,2,3.19110440781333,7,4,1
Present,16,1,Dynamic,1,1.91093961184833,7,4,1
Absent,16,3,Dynamic,2,2.78104470200196,7,4,1
Absent,8,1,Dynamic,2,3.211127210423,7,4,1
Absent,8,1,Dynamic,2,2.28106002058394,7,4,1
Present,12,2,Dynamic,1,1.64092050263298,7,4,1
Absent,12,2,Dynamic,2,2.44101983031669,7,4,1
Present,16,3,Dynamic,1,1.42088501724174,7,4,1
Present,8,3,Dynamic,1,1.35090119326014,7,4,1
Present,8,3,Dynamic,1,1.54092305288941,7,4,1
Absent,8,4,Dynamic,2,3.43115404458968,7,4,1
Absent,12,3,Dynamic,2,2.81110763907418,7,4,1
Present,12,1,Dynamic,1,0.88083090181226,7,4,1
Absent,16,3,Dynamic,2,3.26122199462679,7,4,1
Absent,8,2,Dynamic,2,2.62104084186558,7,4,1
Absent,16,3,Dynamic,2,2.89106081586851,7,4,1
Absent,12,1,Dynamic,2,2.49104002653166,7,4,1
Present,8,4,Dynamic,1,0.95080854763728,7,4,1
Present,8,2,Dynamic,1,3.21111955664492,7,4,1
Present,12,4,Dynamic,1,1.83102719772523,7,4,1
Present,16,3,Dynamic,1,1.2408418637051,7,4,1
Absent,8,3,Dynamic,2,3.52117102357806,7,4,1
Present,16,1,Dynamic,1,1.57094673365373,7,4,1
Absent,12,4,Dynamic,1,2.25101743878349,7,4,0
Present,12,2,Dynamic,1,2.19096285720934,7,4,1
Present,12,3,Dynamic,1,2.2410019648205,7,4,1
Present,12,1,Dynamic,1,1.51092225326192,7,4,1
Present,16,2,Dynamic,1,1.90111797610189,7,4,1
Present,8,3,Dynamic,1,1.23085145122695,7,4,1
Absent,8,1,Dynamic,2,3.10110998382697,7,4,1
Present,12,3,Dynamic,2,2.71105507177617,7,4,0
Absent,12,3,Dynamic,1,2.49102399954609,7,4,0
Present,12,2,Dynamic,2,4.07125073246425,7,4,0
Present,12,4,Dynamic,1,0.970823030167594,7,4,1
Present,16,1,Dynamic,1,4.06124034631557,7,4,1
Absent,16,2,Dynamic,2,3.22113632344644,7,4,1
Absent,8,4,Dynamic,2,2.36108677288303,7,4,1
Absent,8,1,Dynamic,2,2.9010848708831,7,4,1
Present,16,3,Dynamic,2,2.96105614006319,7,4,0
Absent,16,4,Dynamic,2,3.58114412525447,7,4,1
Absent,16,1,Dynamic,1,3.45113559098354,7,4,0
Present,8,4,Dynamic,2,3.11110921527415,7,4,0
Absent,12,1,Dynamic,2,4.15120931251295,7,4,1
Absent,8,3,Dynamic,2,2.59105859274769,7,4,1
Present,8,1,Dynamic,2,3.5412073092657,7,4,0
Absent,16,4,Dynamic,2,4.89134372660919,7,4,1
Absent,12,2,Dynamic,2,3.91125084707801,7,4,1
Present,16,4,Dynamic,2,3.75120952470024,7,4,0
Absent,16,2,Dynamic,2,3.73122514168062,7,4,1
Present,16,2,Dynamic,1,2.45104551900658,7,4,1
Present,16,4,Dynamic,1,1.44095654672856,7,4,1
Absent,8,2,Dynamic,2,3.6911587554805,7,4,1
Present,8,1,Dynamic,1,0.760798066256029,7,4,1
Absent,12,4,Dynamic,2,2.99109113625491,7,4,1
Absent,16,1,Dynamic,1,1.69099123282467,7,4,0
Absent,12,2,Dynamic,1,3.72117382745637,7,4,0
Present,8,2,Dynamic,1,2.02099654585982,7,4,1
Present,8,2,Static,1,1.26091270917914,7,4,1
Absent,8,1,Static,2,1.32087697651514,7,4,1
Present,8,2,Static,1,0.910832841571391,7,4,1
Present,16,3,Static,1,0.980802620762915,7,4,1
Present,12,2,Static,1,1.85098043433209,7,4,1
Present,8,3,Static,1,1.01089623309235,7,4,1
Absent,8,2,Static,2,1.9509508577712,7,4,1
Absent,16,1,Static,2,2.46099921641053,7,4,1
Absent,12,1,Static,2,1.92101130874471,7,4,1
Present,8,3,Static,1,1.52092985056697,7,4,1
Absent,8,3,Static,2,1.20089879003172,7,4,1
Present,12,1,Static,2,2.03096060334701,7,4,0
Absent,12,4,Static,2,2.23099291160997,7,4,1
Present,16,4,Static,1,0.670795434800311,7,4,1
Present,16,2,Static,1,0.850827435975589,7,4,1
Present,8,1,Static,1,1.59109231748516,7,4,1
Absent,16,3,Static,2,2.45104719344818,7,4,1
Absent,8,2,Static,2,0.96086940794703,7,4,1
Absent,16,2,Static,2,1.95101183737461,7,4,1
Absent,12,2,Static,2,1.72091570720204,7,4,1
Present,8,4,Static,1,1.31087489039783,7,4,1
Absent,12,1,Static,2,1.7309259032163,7,4,1
Present,12,4,Static,2,2.16097899446686,7,4,0
Present,16,4,Static,1,0.740982126149902,7,4,1
Present,8,4,Static,1,1.83095658448656,7,4,1
Absent,8,1,Static,2,1.46090541027297,7,4,1
Present,12,4,Static,1,0.7107925036089,7,4,1
Present,16,3,Static,1,2.27100386448092,7,4,1
Present,12,1,Static,1,0.680864440092591,7,4,1
Absent,12,3,Static,2,1.6609277266889,7,4,1
Absent,16,4,Static,2,2.92112396579614,7,4,1
Absent,16,4,Static,2,1.72097848621979,7,4,1
Absent,8,4,Static,2,1.67092962000061,7,4,1
Absent,16,1,Static,2,2.08096851943446,7,4,1
Absent,8,3,Static,2,1.55090254825154,7,4,1
Present,8,1,Static,1,1.03082154652748,7,4,1
Present,12,3,Static,1,0.89083720059898,7,4,1
Present,12,3,Static,1,1.55091787351557,7,4,1
Absent,12,4,Static,2,1.74094439190776,7,4,1
Absent,8,4,Static,2,2.1809743347012,7,4,1
Absent,12,2,Static,2,1.82097602885733,7,4,1
Absent,16,2,Static,2,1.74090511555005,7,4,1
Present,16,1,Static,1,2.24096972806637,7,4,1
Present,12,2,Static,1,1.20094590796089,7,4,1
Present,16,2,Static,1,1.13095428284123,7,4,1
Absent,12,3,Static,2,1.33085451206898,7,4,1
Absent,16,3,Static,2,2.06098251209642,7,4,1
Present,16,1,Static,2,2.73105071542159,7,4,0
Absent,12,1,Static,2,3.15107641580653,7,4,1
Present,12,2,Static,1,0.960791073099244,7,4,1
Absent,12,3,Static,2,2.2309937062264,7,4,1
Absent,12,3,Static,2,2.28105175797918,7,4,1
Present,16,3,Static,1,1.72094815213313,7,4,1
Absent,12,1,Static,2,1.57090792811687,7,4,1
Absent,12,4,Static,2,1.71093030000338,7,4,1
Present,8,4,Static,1,0.880880736740437,7,4,1
Absent,8,3,Static,2,1.34089618296912,7,4,1
Present,8,1,Static,1,1.24089416702282,7,4,1
Present,12,1,Static,1,1.99096925356844,7,4,1
Present,8,3,Static,1,0.640768363385178,7,4,1
Present,12,2,Static,2,1.29088476562447,7,4,0
Absent,8,4,Static,2,1.84098586198161,7,4,1
Present,16,2,Static,1,0.700810140879184,7,4,1
Absent,12,2,Static,2,1.89102694710982,7,4,1
Present,16,3,Static,2,2.32099121010197,7,4,0
Present,16,1,Static,1,1.24082127552902,7,4,1
Absent,8,4,Static,2,0.900829750655248,7,4,1
Present,16,4,Static,1,0.910810471690638,7,4,1
Absent,12,4,Static,2,2.24102752987346,7,4,1
Present,16,4,Static,1,1.11089778991118,7,4,1
Absent,12,2,Static,2,1.4908843589601,7,4,1
Absent,8,3,Static,2,1.05087398918658,7,4,1
Present,12,1,Static,1,0.750713490429916,7,4,1
Absent,16,1,Static,2,1.81091691015263,7,4,1
Present,12,4,Static,1,0.770840954809501,7,4,1
Present,8,3,Static,1,0.670783229857079,7,4,1
Present,12,3,Static,1,1.16087061758208,7,4,1
Present,8,1,Static,1,0.760821386134012,7,4,1
Absent,16,3,Static,2,1.60096015892304,7,4,1
Present,8,2,Static,2,1.03085357978216,7,4,0
Absent,16,4,Static,2,2.4310301249061,7,4,1
Absent,16,2,Static,2,2.0410031884885,7,4,1
Absent,8,2,Static,2,0.760859273751521,7,4,1
Absent,16,4,Static,2,2.43100973989476,7,4,1
Absent,8,1,Static,2,1.32092139548968,7,4,1
Absent,8,2,Static,2,0.960828778269388,7,4,1
Present,16,2,Static,1,0.990883920885608,7,4,1
Present,8,4,Static,2,1.43097035460323,7,4,0
Present,8,2,Static,1,1.11087089158718,7,4,1
Absent,16,2,Static,2,2.04094195325888,7,4,1
Absent,16,3,Static,2,3.00107539095916,7,4,1
Absent,8,1,Static,2,0.800790821816918,7,4,1
Present,12,3,Static,1,1.61088556157756,7,4,1
Absent,16,1,Static,2,1.40090770089319,7,4,1
Present,12,4,Static,1,0.88080763740345,7,4,1
Present,16,1,Static,1,1.18093173418765,7,4,1
Absent,8,1,Static,2,2.56101374538866,7,4,1
Present,12,2,Static,1,1.34090900175033,7,4,1
Present,12,4,Static,1,1.24090954475014,7,4,1
Absent,8,4,Static,2,1.11087509690424,7,4,1
Present,16,4,Static,1,0.68081281844843,7,4,1
Present,12,2,Static,1,1.22092929921473,7,4,1
Present,12,1,Static,1,1.72092310535209,7,4,1
Absent,12,2,Static,2,1.83096071695854,7,4,1
Present,8,1,Static,1,0.810821683196082,7,4,1
Present,16,1,Static,1,1.70089030087183,7,4,1
Present,12,1,Static,1,1.12084479088753,7,4,1
Absent,12,2,Static,2,1.89095037926381,7,4,1
Present,12,3,Static,1,1.15084618664514,7,4,1
Present,8,1,Static,1,0.810830820947558,7,4,1
Absent,16,3,Static,2,1.55089973668692,7,4,1
Absent,16,4,Static,2,1.64092371016886,7,4,1
Present,8,4,Static,1,1.44092676599939,7,4,1
Present,8,2,Static,1,0.630835033615767,7,4,1
Absent,16,2,Static,2,1.770966247861,7,4,1
Present,16,1,Static,1,0.750787980512541,7,4,1
Absent,16,4,Static,2,1.41088886802208,7,4,1
Absent,8,1,Static,2,1.20086524540238,7,4,1
Absent,12,1,Static,2,1.46089720547752,7,4,1
Absent,8,3,Static,2,1.44087491412211,7,4,1
Present,16,3,Static,1,2.7810752295627,7,4,1
Present,16,2,Static,1,2.17099585917458,7,4,1
Absent,12,4,Static,2,1.71093594117519,7,4,1
Present,8,3,Static,1,1.35091656363602,7,4,1
Absent,16,3,Static,2,2.60109970962094,7,4,1
Present,16,3,Static,1,1.1408002833623,7,4,1
Absent,8,3,Static,2,1.48091093081712,7,4,1
Absent,8,4,Static,2,1.59087608666596,7,4,1
Present,16,2,Static,2,3.39118010519087,7,4,0
Absent,16,1,Static,2,2.1109821779437,7,4,1
Absent,8,2,Static,2,1.49095302709338,7,4,1
Present,8,2,Static,1,0.790869920204386,7,4,1
Absent,12,3,Static,2,2.36102363064037,7,4,1
Absent,12,4,Static,2,1.92098066590006,7,4,1
Absent,16,2,Static,2,2.11099763586753,7,4,1
Present,16,4,Static,1,0.640854622673942,7,4,1
Absent,12,1,Static,2,1.2908850790609,7,4,1
Present,12,3,Static,1,0.890808573031791,7,4,1
Absent,12,3,Static,2,1.40087381275407,7,4,1
Present,12,4,Static,1,1.19087228667649,7,4,1
Absent,16,1,Static,2,2.38100696107813,7,4,1
Absent,8,2,Static,2,1.26090422603465,7,4,1
Present,8,3,Static,1,0.830781536369614,7,4,1
Present,8,4,Static,2,0.980872637537686,7,4,0
Absent,8,4,Static,2,1.34086432714867,7,4,1
Present,8,1,Static,1,1.47088490095757,7,4,1
Absent,16,3,Static,2,2.87108234435163,7,4,1
Absent,12,1,Static,2,1.43086618671168,7,4,1
Absent,12,2,Static,2,1.74094819624133,7,4,1
Absent,16,2,Static,2,1.78094039811003,7,4,1
Present,16,2,Static,1,0.620773101008126,7,4,1
Absent,16,4,Static,2,1.64092305857048,7,4,1
Present,8,2,Static,2,0.780834144099572,7,4,0
Present,16,1,Static,1,1.29087568100385,7,4,1
Absent,16,3,Static,2,2.32101289831007,7,4,1
Present,8,2,Static,1,0.950819895477252,7,4,1
Absent,8,3,Static,2,1.10081527681177,7,4,1
Present,16,4,Static,1,2.20100090121105,7,4,1
Absent,8,3,Static,2,1.95096016293246,7,4,1
Present,8,3,Static,1,1.10089582442288,7,4,1
Absent,8,2,Static,2,1.62092693675095,7,4,1
Present,12,1,Static,1,0.870842622232885,7,4,1
Absent,8,1,Static,2,1.71092454321297,7,4,1
Present,16,1,Static,2,2.52108797416349,7,4,0
Absent,16,1,Static,2,2.42101032265782,7,4,1
Present,16,2,Static,1,0.770842959727815,7,4,1
Present,8,3,Static,1,0.880828340528751,7,4,1
Absent,16,2,Static,2,2.03096121217368,7,4,1
Present,16,3,Static,1,1.46089408749503,7,4,1
Present,16,4,Static,1,0.580710579288279,7,4,1
Absent,16,1,Static,2,2.62102067505657,7,4,1
Present,12,3,Static,1,1.41086422757235,7,4,1
Present,16,3,Static,1,1.7109180071775,7,4,1
Absent,12,4,Static,2,1.09083938996991,7,4,1
Present,12,2,Static,1,0.630818252446261,7,4,1
Absent,16,4,Static,2,1.66094268605684,7,4,1
Present,12,2,Static,2,1.68092926479676,7,4,0
Absent,12,2,Static,2,1.95092894902155,7,4,1
Absent,12,3,Static,2,2.29100083371213,7,4,1
Absent,12,4,Static,2,1.88097083578396,7,4,1
Absent,12,1,Static,2,1.97097096877678,7,4,1
Present,8,1,Static,1,0.720816856354759,7,4,1
Present,8,4,Static,1,1.60090981040139,7,4,1
Present,8,4,Static,1,0.920865094030887,7,4,1
Absent,8,4,Static,2,1.03083004704877,7,4,1
Present,12,1,Static,1,0.590779496697905,7,4,1
Absent,8,1,Static,2,1.52095610731612,7,4,1
Present,12,3,Static,1,0.870860942178297,7,4,1
Absent,12,3,Static,2,1.68096454635361,7,4,1
Present,12,4,Static,1,0.770824120842917,7,4,1
Absent,8,2,Static,2,0.750854744640492,7,4,1
Present,12,4,Static,2,1.36085633687981,7,4,0
Absent,12,4,Dynamic,2,4.16123471583705,7,4,1
Present,12,4,Dynamic,1,1.69091833899165,7,4,1
Present,8,2,Dynamic,1,2.83109217513629,7,4,1
Absent,8,4,Dynamic,2,2.84106127031646,7,4,1
Present,12,3,Dynamic,1,1.53093611426721,7,4,1
Present,16,3,Dynamic,1,2.44107603320208,7,4,1
Absent,16,2,Dynamic,2,3.19110887610896,7,4,1
Absent,16,4,Dynamic,2,2.69107926446213,7,4,1
Present,16,1,Dynamic,1,2.72108350219241,7,4,1
Absent,12,4,Dynamic,2,2.47099352077021,7,4,1
Present,8,1,Dynamic,1,0.95086428203922,7,4,1
Present,8,3,Dynamic,2,2.33101539510244,7,4,0
Absent,16,1,Dynamic,1,1.38085989962019,7,4,0
Present,16,2,Dynamic,1,2.39104244646842,7,4,1
Absent,16,2,Dynamic,2,3.10109287685827,7,4,1
Absent,8,1,Dynamic,2,3.00110058008977,7,4,1
Present,8,3,Dynamic,1,1.03086345434167,7,4,1
Absent,8,4,Dynamic,2,2.23100884102314,7,4,1
Absent,12,1,Dynamic,2,3.43115695907272,7,4,1
Absent,8,3,Dynamic,2,1.59089262256748,7,4,1
Absent,16,1,Dynamic,2,3.20112805649842,7,4,1
Absent,12,2,Dynamic,2,3.47117698687453,7,4,1
Present,16,1,Dynamic,1,3.10111617401344,7,4,1
Present,12,2,Dynamic,2,3.96122064464817,7,4,0
Absent,8,2,Dynamic,2,4.80128978928224,7,4,1
Absent,16,4,Dynamic,2,4.71128920017145,7,4,1
Present,12,2,Dynamic,1,0.710808450064178,7,4,1
Present,8,4,Dynamic,1,1.7309332188297,7,4,1
Absent,8,3,Dynamic,2,3.25117485063311,7,4,1
Present,16,4,Dynamic,2,4.18123862943776,7,4,0
Absent,12,2,Dynamic,2,4.27127453285357,7,4,1
Absent,16,3,Dynamic,1,4.43131468435877,7,4,0
Present,16,4,Dynamic,1,2.55105539423403,7,4,1
Absent,8,1,Dynamic,2,2.76106114333834,7,4,1
Absent,12,1,Dynamic,2,3.03109481360934,7,4,1
Present,12,1,Dynamic,2,3.60119249826221,7,4,0
Present,16,3,Dynamic,1,2.41102125380894,7,4,1
Absent,12,3,Dynamic,2,2.88116474517483,7,4,1
Absent,16,3,Dynamic,1,3.30114278128985,7,4,0
Absent,12,3,Dynamic,-1,5.00073867655374,7,4,0
Present,8,4,Dynamic,1,0.730865361352699,7,4,1
Present,8,1,Dynamic,1,1.05085851622607,7,4,1
Present,16,2,Dynamic,1,1.30085525155118,7,4,1
Present,12,3,Dynamic,1,0.790805584701047,7,4,1
Present,8,2,Dynamic,1,0.530772802608226,7,4,1
Present,12,4,Dynamic,1,1.32088127205407,7,4,1
Present,12,1,Dynamic,2,2.9411423024485,7,4,0
Absent,8,2,Dynamic,2,2.02100944985068,7,4,1
Absent,12,3,Static,2,2.24098996538214,7,4,1
Present,16,3,Static,1,1.34088717553732,7,4,1
Present,8,3,Static,1,0.640804075999768,7,4,1
Absent,12,2,Static,2,1.33087116793195,7,4,1
Absent,16,3,Static,2,1.8809444664239,7,4,1
Present,12,1,Static,1,0.660807180282063,7,4,1
Absent,12,4,Static,2,1.36089451287171,7,4,1
Absent,16,2,Static,2,2.24103354997624,7,4,1
Absent,16,2,Static,2,2.00101029291818,7,4,1
Present,8,1,Static,1,1.04087311370586,7,4,1
Present,12,1,Static,1,0.740779273484804,7,4,1
Absent,16,4,Static,2,2.47103976923427,7,4,1
Present,12,4,Static,1,0.86084839806972,7,4,1
Absent,16,1,Static,2,2.30103027694622,7,4,1
Absent,8,2,Static,2,0.93083513118836,7,4,1
Present,12,4,Static,1,0.920862472599765,7,4,1
Present,16,2,Static,1,1.96093822009971,7,4,1
Absent,12,1,Static,2,1.71093265043601,7,4,1
Absent,8,1,Static,2,2.06101133514221,7,4,1
Absent,8,4,Static,2,1.44088741211726,7,4,1
Absent,8,2,Static,2,1.29086793934493,7,4,1
Present,8,1,Static,1,1.11086862101729,7,4,1
Present,12,3,Static,1,1.14093205931931,7,4,1
Present,8,2,Static,1,1.11083180569676,7,4,1
Present,8,3,Static,1,1.28085088650823,7,4,1
Present,16,2,Static,2,3.62118499652479,7,4,0
Present,16,3,Static,1,1.30087418032235,7,4,1
Absent,12,3,Static,2,2.25100737141747,7,4,1
Absent,12,1,Static,2,2.95107733138684,7,4,1
Absent,12,4,Static,2,2.32099973334607,7,4,1
Absent,16,3,Static,2,2.21096976582612,7,4,1
Present,16,1,Static,1,1.30085282058644,7,4,1
Present,16,4,Static,1,0.650762223989659,7,4,1
Present,12,2,Static,1,1.15085391594039,7,4,1
Present,16,4,Static,1,1.80093090381797,7,4,1
Present,12,3,Static,1,1.50093863277834,7,4,1
Absent,12,2,Static,2,1.77095299534903,7,4,1
Absent,16,4,Static,2,2.62103926065265,7,4,1
Absent,8,4,Static,2,1.15093736299696,7,4,1
Present,8,4,Static,1,0.710808547637498,7,4,1
Present,8,4,Static,1,0.76082479449633,7,4,1
Absent,8,3,Static,2,1.24086467199504,7,4,1
Absent,16,1,Static,2,2.56109611513511,7,4,1
Absent,8,1,Static,2,1.65093895857899,7,4,1
Present,8,2,Static,2,1.41089941155678,7,4,0
Present,12,2,Static,1,0.810801721891039,7,4,1
Present,16,1,Static,1,0.82081751898022,7,4,1
Absent,8,3,Static,2,1.18082794455677,7,4,1
Present,12,2,Static,1,1.26086415004829,7,4,1
Present,16,4,Static,1,2.13102729763614,7,4,1
Present,12,4,Static,1,1.28086779331898,7,4,1
Present,16,3,Static,2,2.8411108669934,7,4,0
Absent,8,1,Static,2,2.00099460443016,7,4,1
Present,12,1,Static,1,0.690822126952298,7,4,1
Absent,16,2,Static,2,2.8710888028636,7,4,1
Absent,8,4,Static,2,1.17088205129858,7,4,1
Absent,16,2,Static,2,2.71105021218682,7,4,1
Absent,16,1,Static,2,2.62103124565601,7,4,1
Absent,8,4,Static,2,1.12089835964161,7,4,1
Present,8,1,Static,1,0.950834198232769,7,4,1
Present,8,1,Static,1,1.44085011561674,7,4,1
Present,16,1,Static,1,2.35109014281716,7,4,1
Absent,8,1,Static,2,1.6509448907982,7,4,1
Absent,12,3,Static,2,2.09112486132653,7,4,1
Absent,12,4,Static,2,2.25103781610869,7,4,1
Absent,12,1,Static,2,2.7810514061166,7,4,1
Absent,12,3,Static,2,1.95098122460422,7,4,1
Present,8,3,Static,1,0.70081282479623,7,4,1
Absent,16,1,Static,2,3.59120083538255,7,4,1
Absent,16,4,Static,2,2.38100812426455,7,4,1
Present,16,1,Static,1,0.870813367795563,7,4,1
Present,16,4,Static,1,1.70093384536722,7,4,1
Present,16,2,Static,2,1.80093947718433,7,4,0
Absent,8,2,Static,2,1.63090473060583,7,4,1
Absent,8,3,Static,2,2.67105057741628,7,4,1
Present,16,3,Static,1,1.00085509616929,7,4,1
Absent,12,1,Static,2,1.53090960155532,7,4,1
Absent,16,3,Static,2,2.51102733706648,7,4,1
Absent,12,4,Static,2,2.30100526057322,7,4,1
Present,12,4,Static,1,1.47089362469342,7,4,1
Present,8,3,Static,1,0.660794012977931,7,4,1
Absent,16,4,Static,2,2.59104499973273,7,4,1
Absent,8,2,Static,2,1.70094242875803,7,4,1
Present,12,2,Static,1,0.790901605271756,7,4,1
Present,12,1,Static,2,2.42101295912653,7,4,0
Present,16,2,Static,1,1.27083697671605,7,4,1
Present,12,3,Static,1,1.0008389742834,7,4,1
Present,8,4,Static,1,1.68093403382954,7,4,1
Absent,16,3,Static,2,2.44101649212735,7,4,1
Absent,8,3,Static,2,1.71091719251217,7,4,1
Present,8,2,Static,1,1.16090055836958,7,4,1
Absent,12,2,Static,2,1.36090325699115,7,4,1
Present,8,4,Static,1,0.90081370361986,7,4,1
Present,12,3,Static,1,1.16085199188728,7,4,1
Absent,12,2,Static,2,1.49089350874146,7,4,1
Present,8,2,Static,1,0.900846133179584,7,4,1
Absent,8,2,Dynamic,2,3.69119475847401,7,4,1
Absent,12,2,Dynamic,2,3.47118507404866,7,4,1
Present,8,2,Dynamic,1,2.19098875574764,7,4,1
Absent,8,3,Dynamic,2,2.60102993076271,7,4,1
Present,8,1,Dynamic,1,1.92098027226803,7,4,1
Present,16,1,Dynamic,2,2.29101779031225,7,4,0
Absent,12,3,Dynamic,2,3.63118237810068,7,4,1
Present,12,3,Dynamic,1,0.700818847239134,7,4,1
Absent,8,2,Dynamic,2,3.15110373783682,7,4,1
Absent,12,3,Dynamic,2,2.77108318307546,7,4,1
Present,12,4,Dynamic,1,2.05096733653227,7,4,1
Absent,8,4,Dynamic,2,2.67103890110411,7,4,1
Absent,16,2,Dynamic,2,3.29112255566997,7,4,1
Present,12,4,Dynamic,1,2.2809895276414,7,4,1
Absent,16,1,Dynamic,2,3.66116006101674,7,4,1
Present,8,3,Dynamic,1,1.02084963209745,7,4,1
