target,setsize,location,dyn,resp,rt,sub,exp,correct
Present,12,1,Dynamic,1,1.61091303898866,4,4,1
Absent,12,3,Dynamic,2,1.39093757852606,4,4,1
Absent,12,2,Static,2,2.68173970140083,5,4,1
Present,16,4,Static,1,1.85096513178996,5,4,1
Absent,8,2,Static,2,1.70090695673377,5,4,1
Absent,8,3,Static,2,2.3810116579341,5,4,1
Present,8,2,Static,1,1.38089753194504,5,4,1
Absent,16,2,Static,2,2.70103791902807,5,4,1
Present,16,3,Static,1,1.49088450164402,5,4,1
Present,8,3,Static,1,1.14088133220173,5,4,1
Present,16,2,Static,1,1.86092531510644,5,4,1
Absent,8,1,Static,2,1.56090872707705,5,4,1
Absent,16,1,Static,2,2.26101241946901,5,4,1
Present,16,2,Static,1,1.44086876136123,5,4,1
Present,12,1,Static,1,1.21086279505721,5,4,1
Present,12,4,Static,2,1.59087108940605,5,4,0
Absent,8,1,Static,2,1.64087212360994,5,4,1
Present,8,1,Static,1,2.05095905855694,5,4,1
Present,12,4,Static,1,1.31089898718187,5,4,1
Present,12,1,Static,1,1.56092471095747,5,4,1
Absent,16,4,Static,2,2.01097476375367,5,4,1
Present,8,4,Static,1,1.19087381275392,5,4,1
Present,8,3,Static,1,1.23084668720594,5,4,1
Present,12,3,Static,1,1.0408662391734,5,4,1
Absent,16,2,Static,2,3.19111275328805,5,4,1
Absent,16,4,Static,2,3.21112396245451,5,4,1
Absent,16,1,Static,2,3.51115661021709,5,4,1
Absent,16,3,Static,2,3.57116934145108,5,4,1
Absent,8,3,Static,2,1.81092518077685,5,4,1
Absent,12,2,Static,2,2.39099593268816,5,4,1
Present,12,2,Static,1,1.70096728239946,5,4,1
Present,8,4,Static,1,1.28089541074098,5,4,1
Present,16,3,Static,1,1.48087735076717,5,4,1
Absent,12,1,Static,2,1.60090449469362,5,4,1
Absent,12,3,Static,2,2.53103975920919,5,4,1
Absent,12,1,Static,2,3.11106792931992,5,4,1
Present,16,1,Static,1,0.990827041675516,5,4,1
Absent,16,3,Static,2,3.63119353580782,5,4,1
Absent,12,3,Static,2,1.96099822965675,5,4,1
Absent,8,4,Static,2,1.08086218288861,5,4,1
Absent,8,4,Static,2,1.31089264428738,5,4,1
Present,12,3,Static,1,1.48086653924292,5,4,1
Present,8,2,Static,1,1.03083424000215,5,4,1
Present,8,1,Static,1,0.910828949355732,5,4,1
Present,16,1,Static,1,1.47089724891737,5,4,1
Absent,8,2,Static,2,1.15084032994275,5,4,1
Present,12,2,Static,1,1.19092131963748,5,4,1
Absent,12,4,Static,2,2.03099335369438,5,4,1
Absent,12,4,Static,2,2.40099756970437,5,4,1
Present,16,4,Static,1,1.39085347987066,5,4,1
Present,12,1,Dynamic,1,1.98094870248349,5,4,1
Present,8,4,Dynamic,1,1.55089578933655,5,4,1
Absent,8,3,Dynamic,2,1.79092987295496,5,4,1
Absent,12,3,Dynamic,2,2.83105004711558,5,4,1
Absent,12,2,Dynamic,2,4.45132189905905,5,4,1
Present,12,3,Dynamic,1,3.85123734127728,5,4,1
Present,8,3,Dynamic,1,1.42092150642907,5,4,1
Present,12,2,Dynamic,1,1.78090762504007,5,4,1
Present,8,2,Dynamic,1,1.62091713269888,5,4,1
Present,12,3,Dynamic,1,1.74091022074151,5,4,1
Present,16,4,Dynamic,1,1.21087290485991,5,4,1
Absent,16,1,Dynamic,-1,5.00073293981234,5,4,0
Absent,16,1,Dynamic,1,3.03114585382798,5,4,0
Present,16,2,Dynamic,1,2.77105147027373,5,4,1
Absent,12,3,Dynamic,1,2.3410101258421,5,4,0
Absent,8,2,Dynamic,2,3.66117909270747,5,4,1
Present,16,1,Dynamic,1,3.12109040512723,5,4,1
Present,16,2,Dynamic,-1,5.00076257986257,5,4,0
Absent,16,4,Dynamic,2,2.39099669188408,5,4,1
Absent,8,4,Dynamic,2,2.07095658949959,5,4,1
Present,12,2,Dynamic,1,1.02081200445093,5,4,1
Absent,8,1,Dynamic,2,1.56091619038705,5,4,1
Absent,8,3,Dynamic,2,2.56104634035501,5,4,1
Present,8,3,Dynamic,1,1.66093941068755,5,4,1
Present,12,4,Dynamic,2,1.65090297028712,5,4,0
Present,8,4,Dynamic,1,1.6909748950759,5,4,1
Present,12,1,Dynamic,1,0.920855086812935,5,4,1
Present,8,1,Dynamic,1,0.840799912451871,5,4,1
Absent,8,2,Dynamic,2,1.28087578525981,5,4,1
Absent,8,4,Dynamic,1,1.77100721603676,5,4,0
Absent,16,2,Dynamic,2,2.41106279071312,5,4,1
Absent,12,1,Dynamic,2,1.54091072497863,5,4,1
Present,8,1,Dynamic,1,0.890832315948501,5,4,1
Present,16,3,Dynamic,1,1.4208941797209,5,4,1
Present,16,4,Dynamic,1,1.39087885445622,5,4,1
Absent,12,2,Dynamic,2,1.84091305569666,5,4,1
Absent,16,3,Dynamic,2,1.75092499999994,5,4,1
Absent,16,4,Dynamic,2,1.79096456807372,5,4,1
Absent,8,1,Dynamic,2,1.7509361500214,5,4,1
Absent,16,3,Dynamic,1,0.910844029017881,5,4,0
Absent,16,2,Dynamic,2,1.4608698633981,5,4,1
Absent,12,4,Dynamic,2,1.79097185094088,5,4,1
Absent,12,1,Dynamic,2,2.0509867441458,5,4,1
Present,8,2,Dynamic,1,1.67094016821261,5,4,1
Present,16,3,Dynamic,2,1.39088269120248,5,4,0
Present,12,4,Dynamic,2,2.03095601208292,5,4,0
Absent,12,4,Dynamic,2,2.22101459146438,5,4,1
Present,16,1,Dynamic,1,0.810849541541984,5,4,1
Present,8,4,Dynamic,2,1.72091211104566,5,4,0
Present,12,2,Dynamic,1,1.91094369686948,5,4,1
Absent,8,4,Dynamic,2,1.92094532419537,5,4,1
Present,12,4,Dynamic,1,0.720798681765928,5,4,1
Present,8,1,Dynamic,1,1.44087805683262,5,4,1
Present,8,1,Dynamic,1,1.3709169412291,5,4,1
Absent,16,4,Dynamic,2,1.51091994760486,5,4,1
Absent,16,2,Dynamic,1,2.70108653329498,5,4,0
Present,12,3,Dynamic,2,2.57103309385707,5,4,0
Present,8,4,Dynamic,1,0.910813155608366,5,4,1
Present,16,4,Dynamic,1,1.9809780143953,5,4,1
Absent,16,1,Dynamic,1,1.61094897749149,5,4,0
Absent,8,3,Dynamic,2,2.21097629918722,5,4,1
Absent,8,1,Dynamic,2,2.07095865690485,5,4,1
Present,12,3,Dynamic,2,2.34100514595798,5,4,0
Present,8,2,Dynamic,1,1.61090729489661,5,4,1
Absent,12,4,Dynamic,2,2.22099201641367,5,4,1
Absent,16,3,Dynamic,2,2.49102142322477,5,4,1
Absent,16,3,Dynamic,2,2.21099927822911,5,4,1
Present,12,1,Dynamic,1,1.11084324877038,5,4,1
Absent,12,2,Dynamic,2,1.84096470507643,5,4,1
Present,8,3,Dynamic,1,1.59092817712781,5,4,1
Absent,12,2,Dynamic,2,2.3810468041595,5,4,1
Present,16,4,Dynamic,1,2.24102609635634,5,4,1
Present,16,2,Dynamic,1,2.08098854356012,5,4,1
Present,16,2,Dynamic,1,2.29102592527011,5,4,1
Present,16,3,Dynamic,1,1.37088637123065,5,4,1
Present,8,3,Dynamic,1,1.03086039149389,5,4,1
Absent,8,1,Dynamic,2,1.65091755607091,5,4,1
Absent,8,3,Dynamic,2,2.87120958919218,5,4,1
Present,16,1,Dynamic,1,2.17102098314535,5,4,1
Absent,8,4,Dynamic,2,1.4409566994359,5,4,1
Present,12,1,Dynamic,1,2.56101567244968,5,4,1
Present,8,2,Dynamic,1,1.71098330504174,5,4,1
Absent,8,2,Dynamic,2,2.51101184639651,5,4,1
Present,16,3,Dynamic,1,0.780805656543862,5,4,1
Present,12,4,Dynamic,1,1.12083284157143,5,4,1
Absent,12,3,Dynamic,2,3.09108767342559,5,4,1
Absent,8,2,Dynamic,2,3.86122547583386,5,4,1
Absent,12,3,Dynamic,2,2.49100320118691,5,4,1
Absent,12,1,Dynamic,2,3.37115390190593,5,4,1
Present,12,2,Dynamic,1,2.46101819029354,5,4,1
Absent,16,4,Dynamic,2,2.47103210275873,5,4,1
Absent,12,1,Dynamic,2,3.17108966999035,5,4,1
Absent,12,4,Dynamic,2,2.82108496411206,5,4,1
Present,16,1,Dynamic,1,1.03085452977984,5,4,1
Absent,16,1,Dynamic,2,2.19098404920055,5,4,1
Absent,16,2,Dynamic,2,2.49102874151254,5,4,1
Absent,8,2,Static,2,1.5409239450787,5,4,1
Absent,8,1,Static,2,1.29087764549013,5,4,1
Present,8,2,Static,1,1.66092617053846,5,4,1
Present,16,1,Static,1,0.860850207508975,5,4,1
Absent,8,3,Static,2,0.980830754785075,5,4,1
Absent,16,1,Static,2,1.9209569477116,5,4,1
Present,8,4,Static,1,0.570440255092535,5,4,1
Present,12,2,Static,2,1.42088023785027,5,4,0
Present,12,4,Static,1,0.92083067726162,5,4,1
Absent,16,2,Static,2,2.77111816422939,5,4,1
Present,8,1,Static,1,0.680817424748739,5,4,1
Present,16,4,Static,1,2.53105103955045,5,4,1
Present,16,3,Static,1,0.810812538427626,5,4,1
Absent,16,4,Static,2,2.39103924895744,5,4,1
Present,12,2,Static,1,0.840804273150297,5,4,1
Present,16,2,Static,1,0.770816968629561,5,4,1
Absent,8,1,Static,2,1.52086532225735,5,4,1
Present,8,1,Static,1,1.25090954307916,5,4,1
Present,12,1,Static,1,1.07084426793745,5,4,1
Present,12,1,Static,1,1.0508548495643,5,4,1
Absent,16,3,Static,2,2.65105282359377,5,4,1
Absent,16,2,Static,2,1.75092337601586,5,4,1
Present,16,4,Static,1,0.620834102999197,5,4,1
Present,12,3,Static,1,0.590778641934776,5,4,1
Present,8,3,Static,1,0.650786085195705,5,4,1
Absent,8,4,Static,2,1.060845247006,5,4,1
Absent,8,2,Static,2,1.13086044997067,5,4,1
Absent,16,4,Static,2,2.26104708718708,5,4,1
Present,8,3,Static,1,0.790825315774555,5,4,1
Present,16,1,Static,1,1.05079624345058,5,4,1
Absent,12,2,Static,2,1.61092175804652,5,4,1
Present,16,3,Static,1,1.30085022655567,5,4,1
Absent,16,1,Static,2,2.22100053965733,5,4,1
Absent,16,3,Static,2,1.71094168259447,5,4,1
Absent,8,4,Static,2,1.00082100753843,5,4,1
Present,16,2,Static,1,1.74091844825989,5,4,1
Absent,12,3,Static,2,1.60093180937224,5,4,1
Absent,12,4,Static,2,1.46093509576826,5,4,1
Absent,12,2,Static,2,1.69091698801049,5,4,1
Absent,12,4,Static,2,2.18096269848706,5,4,1
Present,8,4,Static,1,1.09081057427557,5,4,1
Absent,12,3,Static,2,1.42086008340448,5,4,1
Absent,8,3,Static,2,1.26088038988973,5,4,1
Absent,12,1,Static,2,2.15096020470219,5,4,1
Present,8,2,Static,1,0.690756405715319,5,4,1
Present,12,4,Static,1,1.48091166261224,5,4,1
Absent,12,1,Static,2,2.27099432607997,5,4,1
Present,12,3,Static,1,1.29087124979947,5,4,1
Absent,16,2,Dynamic,2,1.97092359254702,5,4,1
Present,12,4,Dynamic,1,0.850797241900182,5,4,1
Present,12,3,Dynamic,1,0.880811431378334,5,4,1
Absent,8,4,Dynamic,2,1.25090129785076,5,4,1
Absent,16,3,Dynamic,2,2.28102327042347,5,4,1
Absent,16,3,Dynamic,2,2.1709844835998,5,4,1
Present,8,4,Dynamic,1,1.11085496518126,5,4,1
Present,8,1,Dynamic,1,1.24087563154944,5,4,1
Present,8,2,Dynamic,1,0.97082439083897,5,4,1
Present,8,2,Dynamic,1,0.610864168426588,5,4,1
Absent,12,1,Dynamic,2,1.83093926666743,5,4,1
Present,12,2,Dynamic,1,0.860858066790342,5,4,1
Present,16,1,Dynamic,1,0.800826672436415,5,4,1
Absent,12,3,Dynamic,2,2.32099817986796,5,4,1
Present,16,2,Dynamic,1,0.980861003996324,5,4,1
Present,12,1,Dynamic,1,0.750821056993118,5,4,1
Absent,8,1,Dynamic,2,1.67091939224247,5,4,1
Present,8,4,Dynamic,1,1.33088496444611,5,4,1
Absent,12,4,Dynamic,2,2.22099038708279,5,4,1
Absent,12,4,Dynamic,2,2.95111443006863,5,4,1
Present,8,1,Dynamic,1,1.49088830096503,5,4,1
Present,8,3,Dynamic,1,1.26094328920294,5,4,1
Absent,16,2,Dynamic,2,1.95097848555133,5,4,1
Present,12,3,Dynamic,2,3.61118932614681,5,4,0
Absent,8,2,Dynamic,2,1.54098892449474,5,4,1
Absent,12,1,Dynamic,2,2.1809931080918,5,4,1
Absent,8,4,Dynamic,2,4.02120069570674,5,4,1
Absent,12,2,Dynamic,2,2.96106309211928,5,4,1
Present,8,3,Dynamic,1,3.51116617601861,5,4,1
Absent,16,1,Dynamic,2,2.31098028496581,5,4,1
Present,12,2,Dynamic,1,0.830850939304355,5,4,1
Present,16,3,Dynamic,1,0.840834449516024,5,4,1
Absent,16,4,Dynamic,2,2.12101115737278,5,4,1
Absent,16,1,Dynamic,2,2.15099389001011,5,4,1
Absent,8,3,Dynamic,2,2.49096780935906,5,4,1
Present,16,2,Dynamic,1,2.62104981888911,5,4,1
Absent,8,2,Dynamic,2,1.75094648537743,5,4,1
Absent,12,2,Dynamic,2,1.76098354229043,5,4,1
Absent,8,1,Dynamic,2,1.49085569831323,5,4,1
Present,16,4,Dynamic,1,1.21085409103671,5,4,1
Present,16,3,Dynamic,1,0.860802690935088,5,4,1
Absent,12,3,Dynamic,2,2.62103116078129,5,4,1
Present,12,1,Dynamic,1,1.01085670344582,5,4,1
Present,16,4,Dynamic,2,1.66092680208772,5,4,0
Absent,8,3,Dynamic,2,1.42089077369815,5,4,1
Absent,16,4,Dynamic,2,2.21101700906229,5,4,1
Present,16,1,Dynamic,1,2.69106738030632,5,4,1
Present,12,4,Dynamic,1,1.72095974290255,5,4,1
Present,16,1,Static,1,1.90096506863506,5,4,1
Absent,8,2,Static,2,1.86093402647816,5,4,1
Absent,8,1,Static,2,1.0008736767536,5,4,1
Present,12,1,Static,1,1.16090003241288,5,4,1
Absent,8,3,Static,2,1.1908533629171,5,4,1
Absent,8,3,Static,2,1.37088969438355,5,4,1
Present,16,2,Static,1,0.880830285299908,5,4,1
Present,16,1,Static,1,0.930789266333477,5,4,1
Present,8,3,Static,1,0.860820584834755,5,4,1
Present,8,3,Static,1,0.89083182240438,5,4,1
Absent,8,2,Static,2,1.12086559693103,5,4,1
Absent,12,4,Static,2,2.30100423037857,5,4,1
Present,16,2,Static,1,1.82092547449724,5,4,1
Present,12,4,Static,1,0.79079443234059,5,4,1
Present,12,4,Static,1,1.57091746651781,5,4,1
Present,8,4,Static,1,0.780843040927039,5,4,1
Absent,8,4,Static,2,1.67098747928253,5,4,1
Present,16,3,Static,1,1.17086512243372,5,4,1
Present,8,4,Static,1,0.660797378568759,5,4,1
Absent,8,4,Static,2,0.75077298906649,5,4,1
Absent,16,4,Static,2,2.02098400743171,5,4,1
Absent,16,3,Static,2,2.12098146686526,5,4,1
Absent,16,2,Static,2,2.38101266039348,5,4,1
Absent,12,1,Static,2,2.37101787719189,5,4,1
Absent,12,3,Static,2,1.38090688489092,5,4,1
Present,8,2,Static,1,0.930852040338777,5,4,1
Present,12,2,Static,1,0.810814357891331,5,4,1
Absent,12,1,Static,2,1.28084866372183,5,4,1
Present,8,1,Static,1,0.700764135679492,5,4,1
Absent,16,1,Static,2,1.1108424969259,5,4,1
Absent,12,2,Static,2,1.6609359294805,5,4,1
Absent,16,4,Static,2,1.69089833491489,5,4,1
Absent,12,3,Static,2,1.47090352431292,5,4,1
Absent,12,4,Static,2,1.75092685956201,5,4,1
Absent,16,1,Static,2,1.43090677629107,5,4,1
Absent,12,2,Static,2,1.15098956372958,5,4,1
Present,12,1,Static,1,1.09087780454706,5,4,1
Absent,16,3,Static,2,1.67094146907084,5,4,1
Present,8,1,Static,1,0.670799168961139,5,4,1
Present,12,3,Static,1,0.980894388566639,5,4,1
Present,12,2,Static,1,0.830817394340784,5,4,1
Present,8,2,Static,1,1.07086060802521,5,4,1
Present,16,3,Static,1,0.76079151251065,5,4,1
Absent,8,1,Static,2,1.69092842105965,5,4,1
Present,16,4,Static,1,2.2610348822443,5,4,1
Present,12,3,Static,1,1.29087355579031,5,4,1
Absent,16,2,Static,2,2.37109635973593,5,4,1
Present,16,4,Static,1,1.79095354603305,5,4,1
Absent,8,4,Dynamic,2,2.41100594892805,5,4,1
Present,16,2,Dynamic,2,3.56115372981731,5,4,0
Present,16,1,Dynamic,1,1.07083406524021,5,4,1
Absent,12,2,Dynamic,2,2.14098730284968,5,4,1
Present,12,3,Dynamic,1,0.750824354750421,5,4,1
Present,8,2,Dynamic,1,0.600789338844606,5,4,1
Absent,16,2,Dynamic,2,1.50087186129963,5,4,1
Present,8,3,Dynamic,1,0.660785351729601,5,4,1
Present,12,2,Dynamic,1,1.12084846222729,5,4,1
Present,16,3,Dynamic,1,1.00087987696497,5,4,1
Present,8,4,Dynamic,1,1.60093504464294,5,4,1
Absent,12,1,Dynamic,2,1.410888985979,5,4,1
Present,16,4,Dynamic,1,0.600683494506484,5,4,1
Absent,12,4,Dynamic,2,2.58106554146161,5,4,1
Absent,8,2,Dynamic,1,0.730790309893564,5,4,0
Absent,8,4,Dynamic,2,2.51105997714399,5,4,1
Absent,12,3,Dynamic,2,2.34107408241539,5,4,1
Absent,16,4,Dynamic,1,1.21084138252513,5,4,0
Present,12,4,Dynamic,1,1.06084431204545,5,4,1
Present,8,1,Dynamic,1,0.700833244894284,5,4,1
Present,8,4,Dynamic,1,0.650783862074832,5,4,1
Present,16,1,Dynamic,1,0.700793091718424,5,4,1
Absent,16,1,Dynamic,2,1.77091439832384,5,4,1
Present,8,2,Dynamic,1,0.590784877232181,5,4,1
Absent,12,4,Dynamic,2,2.85107108773536,5,4,1
Present,8,1,Dynamic,1,0.550772581399542,5,4,1
Absent,8,3,Dynamic,2,1.69092002546245,5,4,1
Present,12,4,Dynamic,1,0.610760722305258,5,4,1
Absent,16,4,Dynamic,2,3.01113760425574,5,4,1
Present,12,1,Dynamic,1,0.990857884677098,5,4,1
Present,8,3,Dynamic,1,2.24108960483045,5,4,1
Present,16,3,Dynamic,1,0.980851748623309,5,4,1
Absent,16,3,Dynamic,2,2.60104112088334,5,4,1
Absent,16,1,Dynamic,2,3.18111657165582,5,4,1
Absent,8,2,Dynamic,2,2.8310896766734,5,4,1
Present,16,2,Dynamic,1,1.10086350245933,5,4,1
Absent,12,2,Dynamic,2,1.82099068715252,5,4,1
Absent,16,2,Dynamic,2,2.55105685281228,5,4,1
Absent,16,3,Dynamic,2,2.411020960423,5,4,1
Absent,8,1,Dynamic,2,1.71093106421085,5,4,1
Absent,8,3,Dynamic,2,1.71091735056689,5,4,1
Present,16,4,Dynamic,1,1.33091649680546,5,4,1
Present,12,2,Dynamic,1,0.830808683303076,5,4,1
Absent,8,1,Dynamic,2,1.61090384409749,5,4,1
Absent,12,3,Dynamic,2,2.45104736119288,5,4,1
Absent,12,1,Dynamic,2,2.40100769721721,5,4,1
Present,12,1,Dynamic,1,0.640790562847542,5,4,1
Present,12,3,Dynamic,2,2.70108611694013,5,4,0
Absent,12,2,Static,2,2.6610353941669,5,4,1
Present,12,1,Static,1,1.09086055456032,5,4,1
Present,8,1,Static,1,0.780815513392781,5,4,1
Present,16,3,Static,1,1.61090117254344,5,4,1
Absent,8,1,Static,2,1.28085521479352,5,4,1
Absent,8,3,Static,2,1.15085137203278,5,4,1
Present,8,1,Static,1,0.770774186003109,5,4,1
Present,12,1,Static,1,0.96080305516216,5,4,1
Present,8,4,Static,1,1.42088192933352,5,4,1
Absent,16,3,Static,2,2.08098249873001,5,4,1
Present,12,2,Static,1,0.79085715622341,5,4,1
Present,12,2,Static,1,0.79086309078275,5,4,1
Absent,12,1,Static,2,1.34090792644611,5,4,1
Present,16,2,Static,1,1.53093895122674,5,4,1
Present,12,3,Static,1,0.880838638459863,5,4,1
Absent,8,1,Static,2,1.32087392135372,5,4,1
Present,16,4,Static,1,1.42087993945142,5,4,1
Absent,16,3,Static,2,2.62103991191725,5,4,1
Absent,8,4,Static,2,1.75094351041207,5,4,1
Present,8,3,Static,1,1.04083974183322,5,4,1
Absent,16,4,Static,2,2.09096502151988,5,4,1
Present,8,4,Static,1,0.860799310307812,5,4,1
Absent,12,3,Static,2,1.78095193374384,5,4,1
Present,12,4,Static,1,1.36092019086846,5,4,1
Present,16,4,Static,1,0.980826744947535,5,4,1
Present,8,2,Static,1,0.950824086090961,5,4,1
Absent,12,1,Static,2,1.40088698506997,5,4,1
Absent,16,2,Static,2,2.4211121401172,5,4,1
Present,16,1,Static,1,1.70092809626249,5,4,1
Present,8,3,Static,1,0.820792800670915,5,4,1
Absent,16,1,Static,2,2.40102102725359,5,4,1
Absent,8,2,Static,2,1.59090886207468,5,4,1
Absent,12,3,Static,2,1.32085716290612,5,4,1
Present,12,3,Static,1,0.730832686190297,5,4,1
Present,16,2,Static,1,0.910840998917138,5,4,1
Present,16,1,Static,1,0.780814340515462,5,4,1
Present,8,2,Static,1,0.930881885893541,5,4,1
Absent,16,4,Static,2,2.51103606113656,5,4,1
Absent,8,3,Static,2,1.21088507705554,5,4,1
Present,16,3,Static,1,1.25086066817266,5,4,1
Present,12,4,Static,1,1.18124881475887,5,4,1
Absent,16,1,Static,2,1.89099389836383,5,4,1
Absent,8,4,Static,2,1.04082449943871,5,4,1
Absent,12,4,Static,2,2.60102887082985,5,4,1
Absent,8,2,Static,2,1.46089024339744,5,4,1
Absent,12,4,Static,2,1.98095210583324,5,4,1
Absent,12,2,Static,2,1.70096322745167,5,4,1
Absent,16,2,Static,2,2.90106558590378,5,4,1
Absent,8,1,Dynamic,2,1.60091410092764,5,4,1
Present,12,4,Dynamic,1,0.670816000254035,5,4,1
Present,8,4,Dynamic,1,1.74093264575777,5,4,1
Present,8,2,Dynamic,1,0.840807270503774,5,4,1
Present,12,2,Dynamic,1,0.800846408188136,5,4,1
Absent,8,2,Dynamic,2,1.80094075030775,5,4,1
Present,8,3,Dynamic,1,1.53089678010019,5,4,1
Absent,12,4,Dynamic,2,1.87094104436255,5,4,1
Absent,12,4,Dynamic,2,2.05095102150608,5,4,1
Absent,12,3,Dynamic,2,2.73106930101812,5,4,1
Present,16,2,Dynamic,1,1.37090055369163,5,4,1
Absent,12,3,Dynamic,2,2.19100408836357,5,4,1
Present,8,4,Dynamic,1,0.940819656557323,5,4,1
Present,12,3,Dynamic,1,0.680831596851021,5,4,1
Present,8,1,Dynamic,1,0.690804859588752,5,4,1
Absent,8,3,Dynamic,2,1.55092569503813,5,4,1
Absent,12,1,Dynamic,2,3.53113211913205,5,4,1
Absent,16,3,Dynamic,2,3.58115500962367,5,4,1
Present,16,1,Dynamic,1,0.790801091010053,5,4,1
Present,12,4,Dynamic,1,1.03085937901005,5,4,1
Absent,8,2,Dynamic,2,1.89096964887176,5,4,1
Absent,8,3,Dynamic,2,2.71105401685463,5,4,1
Present,12,1,Dynamic,1,2.00094785707597,5,4,1
Absent,8,4,Dynamic,2,1.98095358713363,5,4,1
Present,16,4,Dynamic,1,2.30098614601184,5,4,1
Present,8,2,Dynamic,1,2.48105738311324,5,4,1
Present,12,3,Dynamic,2,3.51116327389855,5,4,0
Present,12,2,Dynamic,1,0.870809598548476,5,4,1
Present,8,3,Dynamic,1,0.730787367341236,5,4,1
Present,16,1,Dynamic,1,0.810790932755026,5,4,1
Absent,16,4,Dynamic,2,2.65109685929474,5,4,1
Absent,16,1,Dynamic,2,2.66104819824614,5,4,1
Absent,12,2,Dynamic,2,2.9810658555657,5,4,1
Absent,16,2,Dynamic,2,2.84109431638944,5,4,1
Present,16,2,Dynamic,1,2.43102705738056,5,4,1
Absent,12,2,Dynamic,2,2.22100619854064,5,4,1
Present,8,1,Dynamic,1,1.34091409424491,5,4,1
Absent,16,4,Dynamic,2,2.31099501376684,5,4,1
Absent,16,1,Dynamic,2,2.77106904605989,5,4,1
Absent,8,1,Dynamic,2,1.9510095641308,5,4,1
Absent,16,2,Dynamic,2,3.01108720828461,5,4,1
Present,16,3,Dynamic,1,1.3208713677559,5,4,1
Present,16,4,Dynamic,1,1.27074575558709,5,4,1
Absent,16,3,Dynamic,2,2.29101803825415,5,4,1
Present,16,3,Dynamic,1,2.05101930903811,5,4,1
Absent,8,4,Dynamic,2,1.76097486567005,5,4,1
Present,12,1,Dynamic,1,1.32089097586095,5,4,1
Absent,12,1,Dynamic,2,1.84094115463267,5,4,1
Absent,16,2,Static,2,2.41103265177253,5,4,1
Absent,8,4,Static,2,1.46088931846134,5,4,1
Absent,8,2,Static,2,1.38086490957812,5,4,1
Absent,12,4,Static,2,1.30086199542893,5,4,1
Present,12,4,Static,1,0.64080690560877,5,4,1
Absent,16,1,Static,2,1.82095345581183,5,4,1
Present,16,3,Static,1,0.900869382886412,5,4,1
Present,8,4,Static,1,0.890817630252968,5,4,1
Absent,12,3,Static,2,2.08095833945981,5,4,1
Present,16,4,Static,1,0.730823107690867,5,4,1
Present,16,2,Static,1,2.66102860250476,5,4,1
Absent,12,2,Static,2,2.38094896913799,5,4,1
Absent,12,4,Static,2,2.4609965548816,5,4,1
Absent,16,4,Static,2,2.28097056846127,5,4,1
Absent,16,3,Static,2,1.67090987389065,5,4,1
Absent,12,3,Static,2,1.74092326273785,5,4,1
Present,8,3,Static,1,0.780806846797077,5,4,1
Absent,8,2,Static,2,1.13082841905498,5,4,1
Absent,16,3,Static,2,1.62091269681605,5,4,1
Present,12,3,Static,1,0.860821817860142,5,4,1
Present,8,2,Static,1,0.840822382578608,5,4,1
Absent,8,4,Static,2,1.36086151458267,5,4,1
Absent,12,1,Static,2,2.22098046039582,5,4,1
Present,8,1,Static,1,0.640823774326691,5,4,1
Absent,16,2,Static,2,2.04096879945473,5,4,1
Present,16,1,Static,1,0.640793081359789,5,4,1
Absent,12,1,Static,2,1.00080897802582,5,4,1
Present,12,2,Static,1,0.760789956359531,5,4,1
Absent,16,1,Static,2,1.5909219117566,5,4,1
Present,12,2,Static,1,0.730785269861826,5,4,1
Absent,8,1,Static,2,1.57094233519592,5,4,1
Present,16,4,Static,1,1.27083688382163,5,4,1
Present,8,4,Static,1,1.25089282706904,5,4,1
Present,8,3,Static,1,1.03084712160489,5,4,1
Present,12,3,Static,1,0.850825200157942,5,4,1
Absent,12,2,Static,2,1.77095975961038,5,4,1
Present,12,1,Static,1,0.640766348441502,5,4,1
Absent,16,4,Static,2,2.23103560167601,5,4,1
Present,12,4,Static,1,0.860834408749724,5,4,1
Present,16,3,Static,1,2.1909949158603,5,4,1
Absent,8,3,Static,2,1.28089795197593,5,4,1
Present,16,2,Static,1,0.790809038173393,5,4,1
Present,12,1,Static,1,0.720838469378123,5,4,1
Absent,8,1,Static,2,0.920828807340513,5,4,1
Absent,8,3,Static,2,1.17089303357579,5,4,1
Present,16,1,Static,1,1.24083577643842,5,4,1
Present,8,1,Static,1,0.750801879945357,5,4,1
Present,8,2,Static,1,0.89081632438274,5,4,1
Absent,16,2,Dynamic,2,2.85107712521358,5,4,1
Present,16,3,Dynamic,1,1.55091470808384,5,4,1
Absent,12,4,Dynamic,2,2.19097133300374,5,4,1
Present,8,2,Dynamic,1,1.44088694096217,5,4,1
Absent,8,1,Dynamic,2,1.50092497928244,5,4,1
Absent,12,2,Dynamic,2,1.90098048144773,5,4,1
Present,12,2,Dynamic,1,0.990809856848955,5,4,1
Absent,8,1,Dynamic,2,1.54090355505514,5,4,1
Absent,8,3,Dynamic,2,2.65109169161678,5,4,1
Present,16,4,Dynamic,1,0.950822334126315,5,4,1
Present,12,2,Dynamic,1,0.810819422984423,5,4,1
Present,12,3,Dynamic,2,1.88094488244496,5,4,0
Present,8,3,Dynamic,1,1.02086797443098,5,4,1
Absent,16,4,Dynamic,2,2.33107186129973,5,4,1
Present,8,1,Dynamic,1,0.770834195893713,5,4,1
Present,12,1,Dynamic,1,0.630781371965895,5,4,1
